orgId,orgName,teamId,teamName,projectId,projectName,deptId,deptName,officeId,loc
ORG_FINTECH_SG,Organization_001,TEAM_PLATFORM,Team_001,PRJ_001,Project_001,DEPT_001,Department_001,OFFICE_001,Location_001
ORG_FINTECH_SG,Organization_002,TEAM_DATA,Team_002,PRJ_002,Project_002,DEPT_002,Department_002,OFFICE_002,Location_002
ORG_FINTECH_SG,Organization_003,TEAM_003,Team_003,PRJ_PAYMENT_GATEWAY,Project_003,DEPT_003,Department_003,OFFICE_003,Location_003
ORG_FINTECH_SG,Organization_004,TEAM_004,Team_004,PRJ_004,Project_004,DEPT_ENGINEERING,Department_004,OFFICE_004,Location_004
ORG_FINTECH_SG,Organization_005,TEAM_005,Team_005,PRJ_005,Project_005,DEPT_005,Department_005,OFFICE_SG_MARINA,Location_005
ORG_FINTECH_SG,Organization_006,TEAM_006,Team_006,PRJ_006,Project_006,DEPT_006,Department_006,OFFICE_006,Location_006
ORG_ECOMMERCE_APAC,Organization_007,TEAM_FRONTEND,Team_007,PRJ_007,Project_007,DEPT_007,Department_007,OFFICE_007,Location_007
ORG_ECOMMERCE_APAC,Organization_008,TEAM_008,Team_008,PRJ_MOBILE_APP,Project_008,DEPT_008,Department_008,OFFICE_008,Location_008
ORG_ECOMMERCE_APAC,Organization_009,TEAM_009,Team_009,PRJ_009,Project_009,DEPT_PRODUCT,Department_009,OFFICE_009,Location_009
ORG_ECOMMERCE_APAC,Organization_010,TEAM_010,Team_010,PRJ_010,Project_010,DEPT_010,Department_010,OFFICE_MY_KL,Location_010
ORG_AI_LABS_GLOBAL,Organization_011,TEAM_AI_RESEARCH,Team_011,PRJ_011,Project_011,DEPT_011,Department_011,OFFICE_011,Location_011
ORG_AI_LABS_GLOBAL,Organization_012,TEAM_012,Team_012,PRJ_LLM_PLATFORM,Project_012,DEPT_012,Department_012,OFFICE_012,Location_012
ORG_AI_LABS_GLOBAL,Organization_013,TEAM_013,Team_013,PRJ_013,Project_013,DEPT_AI_RESEARCH,Department_013,OFFICE_013,Location_013
ORG_AI_LABS_GLOBAL,Organization_014,TEAM_014,Team_014,PRJ_014,Project_014,DEPT_014,Department_014,OFFICE_US_SF,Location_014
ORG_AI_LABS_GLOBAL,Organization_015,TEAM_015,Team_015,PRJ_015,Project_015,DEPT_015,Department_015,OFFICE_015,Location_015
ORG_AI_LABS_GLOBAL,Organization_016,TEAM_016,Team_016,PRJ_016,Project_016,DEPT_016,Department_016,OFFICE_016,Location_016
ORG_017,Organization_017,TEAM_017,Team_017,PRJ_017,Project_017,DEPT_017,Department_017,OFFICE_017,Location_017
ORG_018,Organization_018,TEAM_018,Team_018,PRJ_018,Project_018,DEPT_018,Department_018,OFFICE_018,Location_018
ORG_019,Organization_019,TEAM_019,Team_019,PRJ_019,Project_019,DEPT_019,Department_019,OFFICE_019,Location_019
ORG_020,Organization_020,TEAM_020,Team_020,PRJ_020,Project_020,DEPT_020,Department_020,OFFICE_020,Location_020
ORG_021,Organization_021,TEAM_021,Team_021,PRJ_021,Project_021,DEPT_021,Department_021,OFFICE_021,Location_021
ORG_022,Organization_022,TEAM_022,Team_022,PRJ_022,Project_022,DEPT_022,Department_022,OFFICE_022,Location_022
ORG_023,Organization_023,TEAM_023,Team_023,PRJ_023,Project_023,DEPT_023,Department_023,OFFICE_023,Location_023
ORG_024,Organization_024,TEAM_024,Team_024,PRJ_024,Project_024,DEPT_024,Department_024,OFFICE_024,Location_024
ORG_025,Organization_025,TEAM_025,Team_025,PRJ_025,Project_025,DEPT_025,Department_025,OFFICE_025,Location_025
ORG_026,Organization_026,TEAM_026,Team_026,PRJ_026,Project_026,DEPT_026,Department_026,OFFICE_026,Location_026
ORG_027,Organization_027,TEAM_027,Team_027,PRJ_027,Project_027,DEPT_027,Department_027,OFFICE_027,Location_027
ORG_028,Organization_028,TEAM_028,Team_028,PRJ_028,Project_028,DEPT_028,Department_028,OFFICE_028,Location_028
ORG_029,Organization_029,TEAM_029,Team_029,PRJ_029,Project_029,DEPT_029,Department_029,OFFICE_029,Location_029
ORG_030,Organization_030,TEAM_030,Team_030,PRJ_030,Project_030,DEPT_030,Department_030,OFFICE_030,Location_030
ORG_031,Organization_031,TEAM_031,Team_031,PRJ_031,Project_031,DEPT_031,Department_031,OFFICE_031,Location_031
ORG_032,Organization_032,TEAM_032,Team_032,PRJ_032,Project_032,DEPT_032,Department_032,OFFICE_032,Location_032
ORG_033,Organization_033,TEAM_033,Team_033,PRJ_033,Project_033,DEPT_033,Department_033,OFFICE_033,Location_033
ORG_034,Organization_034,TEAM_034,Team_034,PRJ_034,Project_034,DEPT_034,Department_034,OFFICE_034,Location_034
ORG_035,Organization_035,TEAM_035,Team_035,PRJ_035,Project_035,DEPT_035,Department_035,OFFICE_035,Location_035
ORG_036,Organization_036,TEAM_036,Team_036,PRJ_036,Project_036,DEPT_036,Department_036,OFFICE_036,Location_036
ORG_037,Organization_037,TEAM_037,Team_037,PRJ_037,Project_037,DEPT_037,Department_037,OFFICE_037,Location_037
ORG_038,Organization_038,TEAM_038,Team_038,PRJ_038,Project_038,DEPT_038,Department_038,OFFICE_038,Location_038
ORG_039,Organization_039,TEAM_039,Team_039,PRJ_039,Project_039,DEPT_039,Department_039,OFFICE_039,Location_039
ORG_040,Organization_040,TEAM_040,Team_040,PRJ_040,Project_040,DEPT_040,Department_040,OFFICE_040,Location_040
ORG_041,Organization_041,TEAM_041,Team_041,PRJ_041,Project_041,DEPT_041,Department_041,OFFICE_041,Location_041
ORG_042,Organization_042,TEAM_042,Team_042,PRJ_042,Project_042,DEPT_042,Department_042,OFFICE_042,Location_042
ORG_043,Organization_043,TEAM_043,Team_043,PRJ_043,Project_043,DEPT_043,Department_043,OFFICE_043,Location_043
ORG_044,Organization_044,TEAM_044,Team_044,PRJ_044,Project_044,DEPT_044,Department_044,OFFICE_044,Location_044
ORG_045,Organization_045,TEAM_045,Team_045,PRJ_045,Project_045,DEPT_045,Department_045,OFFICE_045,Location_045
ORG_046,Organization_046,TEAM_046,Team_046,PRJ_046,Project_046,DEPT_046,Department_046,OFFICE_046,Location_046
ORG_047,Organization_047,TEAM_047,Team_047,PRJ_047,Project_047,DEPT_047,Department_047,OFFICE_047,Location_047
ORG_048,Organization_048,TEAM_048,Team_048,PRJ_048,Project_048,DEPT_048,Department_048,OFFICE_048,Location_048
ORG_049,Organization_049,TEAM_049,Team_049,PRJ_049,Project_049,DEPT_049,Department_049,OFFICE_049,Location_049
ORG_050,Organization_050,TEAM_050,Team_050,PRJ_050,Project_050,DEPT_050,Department_050,OFFICE_050,Location_050
ORG_051,Organization_051,TEAM_051,Team_051,PRJ_051,Project_051,DEPT_051,Department_051,OFFICE_051,Location_051
ORG_052,Organization_052,TEAM_052,Team_052,PRJ_052,Project_052,DEPT_052,Department_052,OFFICE_052,Location_052
ORG_053,Organization_053,TEAM_053,Team_053,PRJ_053,Project_053,DEPT_053,Department_053,OFFICE_053,Location_053
ORG_054,Organization_054,TEAM_054,Team_054,PRJ_054,Project_054,DEPT_054,Department_054,OFFICE_054,Location_054
ORG_055,Organization_055,TEAM_055,Team_055,PRJ_055,Project_055,DEPT_055,Department_055,OFFICE_055,Location_055
ORG_056,Organization_056,TEAM_056,Team_056,PRJ_056,Project_056,DEPT_056,Department_056,OFFICE_056,Location_056
ORG_057,Organization_057,TEAM_057,Team_057,PRJ_057,Project_057,DEPT_057,Department_057,OFFICE_057,Location_057
ORG_058,Organization_058,TEAM_058,Team_058,PRJ_058,Project_058,DEPT_058,Department_058,OFFICE_058,Location_058
ORG_059,Organization_059,TEAM_059,Team_059,PRJ_059,Project_059,DEPT_059,Department_059,OFFICE_059,Location_059
ORG_060,Organization_060,TEAM_060,Team_060,PRJ_060,Project_060,DEPT_060,Department_060,OFFICE_060,Location_060
ORG_061,Organization_061,TEAM_061,Team_061,PRJ_061,Project_061,DEPT_061,Department_061,OFFICE_061,Location_061
ORG_062,Organization_062,TEAM_062,Team_062,PRJ_062,Project_062,DEPT_062,Department_062,OFFICE_062,Location_062
ORG_063,Organization_063,TEAM_063,Team_063,PRJ_063,Project_063,DEPT_063,Department_063,OFFICE_063,Location_063
ORG_064,Organization_064,TEAM_064,Team_064,PRJ_064,Project_064,DEPT_064,Department_064,OFFICE_064,Location_064
ORG_065,Organization_065,TEAM_065,Team_065,PRJ_065,Project_065,DEPT_065,Department_065,OFFICE_065,Location_065
ORG_066,Organization_066,TEAM_066,Team_066,PRJ_066,Project_066,DEPT_066,Department_066,OFFICE_066,Location_066
ORG_067,Organization_067,TEAM_067,Team_067,PRJ_067,Project_067,DEPT_067,Department_067,OFFICE_067,Location_067
ORG_068,Organization_068,TEAM_068,Team_068,PRJ_068,Project_068,DEPT_068,Department_068,OFFICE_068,Location_068
ORG_069,Organization_069,TEAM_069,Team_069,PRJ_069,Project_069,DEPT_069,Department_069,OFFICE_069,Location_069
